id,plain_summary
2896,"This bill aims to ensure that palliative care services are properly provided to people with serious or terminal illnesses across the UK. It focuses on giving patients better access to pain management, counselling, and end-of-life support to improve their quality of life and dignity during their final months."
2899,This bill proposes creating a 'Public Advocate' - an independent official whose job would be to help members of the public who feel they've been treated unfairly by government bodies. The advocate would investigate complaints and try to get problems resolved for ordinary people.
2900,"This bill proposes creating a new 'Public Advocate' - an independent official whose job is to listen to complaints from UK citizens about government and public services, investigate problems, and push for improvements. It's designed to give ordinary people a stronger voice when they feel the system isn't working for them."
2901,This bill would create a new 'Public Advocate' - an independent official whose job is to support and represent ordinary people who believe they've been let down by public organisations. They would investigate complaints and help people get fair treatment.
2903,"This bill proposes creating a Public Advocate - an independent official whose job would be to listen to complaints from ordinary people about how government bodies and public services treat them, and to push for fair solutions. It's designed to give citizens an extra way to get help if they feel let down by the state."
2904,This bill proposes creating a new 'Public Advocate' - an independent official who would help ordinary people challenge unfair decisions by government bodies and public services. The advocate would have powers to investigate complaints and push for changes when public services aren't working properly.
2906,"This bill proposes creating a Public Advocate - an independent official whose job is to listen to complaints from ordinary people about how government bodies treat them, investigate problems, and recommend improvements. It's designed to give citizens a stronger voice when they feel let down by public services."
2910,"The Public Authority (Accountability) Bill establishes stronger legal mechanisms to hold government bodies, councils, NHS trusts, and other public institutions accountable for their decisions and actions. It likely introduces requirements for transparency in decision-making, creates clearer pathways for citizens to challenge unlawful or negligent actions by public authorities, and may impose duties to publish information and explanations about key policies. The bill aims to strengthen oversight and give individuals better recourse when public bodies fail in their duties or act outside their legal powers."
2912,"This bill requires UK public authorities (such as councils, NHS trusts, and government departments) to be transparent about their use of algorithmic and automated decision-making systems. It mandates that authorities document these systems, assess their impact on citizens, and provide people with meaningful information about how automated decisions affecting them are made. The bill also establishes rights for individuals to request human review of automated decisions and gives regulators powers to audit and enforce compliance."
2917,"This bill would require UK public bodies and organisations to include representatives from Scotland, Wales, and Northern Ireland on their boards and decision-making committees. It aims to make sure these devolved nations have a voice in organisations that affect them, rather than being left out of important decisions made in London."
2920,"This bill requires public buildings (like government offices, schools, and hospitals) to publish their energy performance certificates online. These certificates show how energy-efficient each building is, similar to energy labels on fridges, so the public can see which buildings use energy responsibly."
2932,"This bill amends (changes) the existing Public Interest Disclosure Act, which protects 'whistleblowers' - people who report illegal activities, safety risks, or other serious wrongdoing they've discovered at work. The amendment adjusts these protections, though the specific changes would depend on the detailed proposals within the bill."
2970,"The Public Services (Targets) Bill establishes a framework for setting and monitoring performance targets across UK public services, including the NHS, schools, and local government. It requires public sector organisations to meet specific, measurable goals on delivery standards and report progress transparently to Parliament and the public. The bill aims to improve accountability by making it clearer what the public can expect from essential services and holding leadership responsible for results. It includes provisions for independent scrutiny of target-setting and allows for intervention if services consistently fail to meet agreed benchmarks."
2972,"This bill aims to improve bus and train services in rural parts of the UK where public transport is poor or non-existent. It would help people living in countryside areas travel more easily, especially those who can't afford to run a car or are unable to drive."
2973,"This bill aims to protect and support schoolchildren who are at risk of losing out educationally, for example, due to poverty, disability, family problems, or other challenges. It would make it a legal requirement for the government and schools to spot these at-risk pupils and provide them with the help they need to stay in school and succeed."
2977,"This bill aims to introduce new safety and regulatory controls for quad bikes (four-wheeled off-road vehicles). It would give the government power to set rules about things like who can ride them, how they're used, and potentially safety standards - likely in response to accidents or injuries involving quad bikes."
2981,This bill is designed to formally mark and celebrate the Queen's 65 years as monarch. It would authorize official recognition of this significant anniversary through parliamentary approval of jubilee-related arrangements and festivities.
2983,"This bill creates a new Rail Ombudsman service to help train passengers who have problems with their rail company - like compensation for delays or complaints about service. Instead of fighting with the company alone or going to court, passengers can ask the ombudsman to investigate for free and make fair decisions."
2991,"This bill is about how the UK government manages its railway system. It gives the government powers to award long-term contracts (franchises) to private companies to run train services, or potentially to run them itself. It sets out the rules for these agreements and what happens if companies fail to deliver the service they promised."
2996,"This Act helps UK businesses dealing with coronavirus by reducing their property tax bills (business rates). It also protects company directors from being banned from running businesses in the future if their company was dissolved because of pandemic-related financial problems, rather than dishonesty or misconduct."
3001,"This bill would allow voters to recall (remove) their local MP before the next general election, rather than waiting up to five years. If a certain percentage of constituents sign a petition against their MP, it would trigger a by-election where voters decide whether to keep them or elect someone new."
3002,"This bill would allow voters in a local area to force an early election to remove their MP, rather than having to wait until the next scheduled general election. If enough constituents sign a petition (usually 10-15% of voters), a recall election would be held to decide if the MP should stay in office."
3006,"This bill would allow voters in a constituency to force a by-election and remove their MP from office if enough people sign a recall petition. Currently, MPs can only be removed by voters at the next general election; this bill would give constituents the power to trigger an early removal between elections."
3008,"This bill would allow voters to force a recall election to remove their MP if that MP changes which political party they belong to after being elected. Currently, there is a recall process for MPs but it only covers serious misconduct, this bill would add party-switching as a new reason for recall."
3009,"This bill would make the UK Parliament officially recognise the Armenian Genocide - the mass killing of Armenian people during World War One and its aftermath under Ottoman rule. Currently, the UK does not have an official parliamentary position on whether these events should be called genocide."
3010,"This bill asks Parliament to officially recognise that the deaths of around 1.5 million Armenians during World War One were genocide - meaning the Ottoman Empire deliberately tried to destroy the Armenian people. Currently, the UK does not have an official position on this; this bill would change that."
3011,"This bill gives the UK government power to control what happens when goods are exported from the UK and then resold to other countries. Currently, once goods leave the UK, there's limited control over where they go next. The bill aims to let the government restrict or track these 're-exports' to protect security and follow international agreements."
3017,"This bill would change the rules for referendums in the UK by requiring a higher percentage of votes to pass major decisions, rather than just winning by 50%+1. It means future referendums on big national questions would need something like 60% or two-thirds agreement instead of a simple majority."
3021,"This bill aims to change the rules so that refugees in the UK can more easily bring family members to join them. Currently, refugees face strict limits on who they can bring over - this bill would likely make those rules less restrictive, allowing more families to be reunited in the UK."
3031,"This bill gives Welsh speakers the right to register births and deaths in the Welsh language in Wales. Currently, registration documents are only available in English, so this change would allow Welsh-language versions to be created and officially recognized for people who prefer to use Welsh."
3033,"This bill requires local authorities in Wales to provide registration services for births, deaths, and marriages conducted entirely in Welsh. It ensures that Welsh-speaking citizens can complete all official registration processes, submitting forms, receiving documents, and conducting business, without using English. The bill aims to strengthen Welsh language rights in a key civic process and reflects Wales's status as a bilingual nation with Welsh as an official language."
3055,"This bill aims to bring in new regulations for privately rented homes in the UK. It would set out rules that landlords must follow regarding things like property standards, rent increases, and how they treat tenants - with the goal of improving conditions for renters."
3057,"This bill requires UK regulators to consider economic growth as a primary objective when making decisions, alongside their existing safety and consumer protection duties. It applies to major regulators across financial services, energy, telecoms, and other sectors. The legislation aims to reduce regulatory barriers that may inhibit business expansion and investment. Regulators would need to actively assess how their rules affect growth and demonstrate this in their decision-making processes."
3059,"This Act gives UK regulatory bodies (like health and safety inspectors) more flexible powers to enforce rules and punish rule-breaking. Instead of always taking cases to court, regulators can now use tools like warnings, fines, and other sanctions directly, making enforcement faster and more practical."
3060,"This bill would require the government to conduct and publish detailed Impact Assessments before introducing new regulations. These assessments would explain what problems the rules aim to fix, who they'll affect, and whether the benefits outweigh the costs, making the law-making process more transparent."
3063,"This bill establishes or strengthens requirements for Regulatory Impact Assessments (RIAs) before the government introduces new regulations. RIAs are formal analyses that measure potential costs, benefits, and effects of proposed rules on businesses, public services, and citizens. The bill likely mandates that departments conduct thorough assessments, publish findings transparently, and potentially face scrutiny if evidence suggests a regulation will cause disproportionate harm. This aims to ensure regulations are evidence-based and justified rather than imposed without understanding their real-world consequences."
3079,"The Removal of Titles Bill would establish a legal mechanism allowing the Crown to strip individuals of their honours, titles, and formal designations. This would apply to peerages, knighthoods, damehoods, and other honours bestowed by the monarchy. The bill clarifies the process, circumstances, and procedures under which such removals could occur, moving beyond the current informal or case-by-case approach. It aims to provide Parliament with clearer statutory authority over the honours system."
3082,"This bill sets new minimum standards for how well insulated rental properties must be. It aims to make rented homes warmer and more energy-efficient, similar to the Government's push to improve home insulation across the UK, but specifically targeting the rental sector."
3086,"This bill aims to give renters more security and fairness in their homes by changing the rules that govern rental agreements. It would restrict 'no-fault' evictions (where landlords can evict without a specific reason), improve standards for rented properties, and give tenants stronger legal protections."
3087,"The Renters' Rights Act 2025 aims to reform the private rental market by strengthening tenant protections and limiting landlord powers. Key measures include abolishing Section 21 'no-fault' evictions (allowing landlords to evict without cause), introducing longer notice periods for evictions, restricting rent increases, and improving standards for rental properties. The bill seeks to give renters greater security of tenure and clearer legal protections while maintaining a functioning rental market."
3093,"This bill would allow two people to share a single Member of Parliament position, working part-time hours instead of one person working full-time. Currently, each parliamentary seat is held by one MP working full-time, but this bill proposes to change that system."
3096,This bill proposes to lower the voting age so that younger people (likely 16 and 17-year-olds) can vote in parliamentary elections and possibly other elections. It aims to increase youth representation in democracy and give young people more influence over decisions that affect their lives.
3098,"This bill would lower the voting age in UK parliamentary elections, most likely to 16 years old (though the exact age would be specified in the full text). It aims to give younger people a direct say in decisions that affect their futures, particularly on issues like education, climate change, and employment. The bill would require changes to electoral registration processes to include 16 and 17-year-olds. This follows similar changes already made in some local elections and Scottish Parliament elections."
3102,"This bill would require the UK Government to formally recognize the Republic of Somaliland as an independent sovereign state. Somaliland is a territory in the Horn of Africa that declared independence from Somalia in 1991 and has functioned as a self-governing entity for over 30 years, though it lacks international recognition. The bill would commit the UK to diplomatic recognition, allowing the establishment of official relations, trade agreements, and representation. This is a significant geopolitical move, as no major world power currently recognizes Somaliland, and recognition could influence international diplomacy in the region."
3116,"This bill aims to give terminally ill people the legal right to choose to die at home instead of in hospitals or care homes. It would likely require changes to healthcare rules and support services to make this possible, such as training carers and providing equipment needed for end-of-life care at home."
3119,"The Right to Die at Home Bill seeks to give terminally ill patients the legal right to end their lives at home with medical assistance, rather than being forced to travel abroad or continue suffering. The bill would establish a framework allowing eligible patients to receive help ending their life from a doctor, subject to safeguards such as multiple medical assessments and waiting periods. This represents a significant change to current UK law, where assisting someone to end their life remains illegal under the Suicide Act 1961, except in very limited circumstances. The bill aims to give people greater autonomy over end-of-life decisions within their own homes."
3120,"The Right to Manage and Leasehold Bill reforms the rights and protections available to leaseholders in England, particularly those in multi-unit residential buildings. It lowers the thresholds and reduces the costs for leaseholders to collectively take over management of their buildings (Right to Manage), strengthens protections against unfair ground rents and service charges, and increases transparency requirements for managing agents and freeholders. The bill aims to shift power from professional managing companies and freeholders toward resident leaseholders, giving them greater control over how their buildings are run and maintained."
3126,"The River Wye (Cleaning) Bill is legislation aimed at addressing water pollution and environmental degradation in the River Wye, which forms part of the England-Wales border. The bill establishes legal duties on water companies and agricultural operators to reduce sewage discharge and nutrient runoff (particularly nitrogen and phosphorus) that have damaged the river's ecosystem. It sets out enforcement mechanisms, monitoring requirements, and timelines for achieving improved water quality standards. The measure responds to years of environmental decline, including algal blooms and fish die-offs, caused primarily by sewage overflow and intensive farming practices in the catchment area."
3132,"This bill introduces new rules and measures to make roads safer across the UK. Without seeing the specific details, it likely covers things like stricter penalties, new driving rules, vehicle safety requirements, or speed limit changes - all aimed at preventing accidents and protecting road users."
3134,"The Road Safety (Schools) Bill introduces mandatory measures to improve road safety for school-aged children in the UK. It requires schools to implement road safety education programmes, establishes lower speed limits in designated school zones (typically 20 mph), and places obligations on local authorities to conduct safety assessments on routes to schools. The bill also mandates that schools work with local councils and police to identify accident hotspots and implement targeted interventions where children are most at risk."
3137,"This bill aims to reduce traffic congestion on UK roads. However, the specific measures it proposes aren't detailed in the information provided - Parliament will debate the exact plans during the second reading stage before deciding whether to approve it."
3138,"This bill introduces new safety requirements for horses and riders on UK roads, likely including measures such as mandatory safety equipment (reflective clothing, lights), standards for horse training and behaviour assessment, and rules governing where horses can be ridden. It may establish clearer liability frameworks for accidents involving horses and motor vehicles, and could include penalties for non-compliance. The bill aims to reduce injuries and deaths among riders and horses caused by traffic incidents, while clarifying rights and responsibilities for both equestrians and vehicle drivers."
3147,"This bill would make cycling rule-breaking a traffic offence with legal consequences, similar to how car drivers are punished for breaking road laws. It aims to make cyclists more accountable for their behaviour on public roads, though the exact details depend on what specific rules and penalties are included."
3159,"The Roadworks (Regulation) Bill establishes new rules to manage roadworks on UK streets more effectively. It aims to reduce disruption by requiring better coordination between utility companies, councils, and contractors carrying out works like repairs to water pipes, gas lines, and telecommunications cables. The bill introduces stricter licensing requirements, notification standards, and penalties for companies that cause unnecessary delays or poor-quality work. Overall, it seeks to minimise congestion, improve road safety, and ensure roadworks are completed more efficiently."
3161,"This bill seeks to remove criminal penalties for rough sleeping and street-related offences in England and Wales. Currently, people sleeping rough can be prosecuted under laws against anti-social behaviour, obstruction, and begging. The bill would decriminalise these activities, meaning rough sleepers would no longer face arrest, fines, or criminal records for the act of sleeping outside. Instead, the focus would shift toward providing housing and support services rather than prosecution."
3165,"This bill requires the government to produce and publish a report examining the scope and responsibilities of the Commissioner for the Royal Fleet Auxiliary. The Royal Fleet Auxiliary is a civilian-manned naval support service that provides logistics and transport to the Royal Navy. By commissioning this report, Parliament seeks to clarify what the Commissioner's role currently entails and potentially identify areas where their remit should be adjusted, expanded, or clarified for better governance and operational effectiveness."
3169,"This bill aims to ensure that public authorities follow the law properly and can be taken to court if they break it. It's designed to strengthen the 'rule of law' - the principle that everyone, including the government, must obey the law and be accountable for their actions."
3170,"This bill would make it easier for ordinary people to take legal action against public authorities that break the law or act unfairly. It aims to strengthen the 'rule of law' - the principle that everyone, including the government, must follow the law and be treated fairly."
3181,"This bill gives local councils stronger and clearer authority to create byelaws - local rules that protect public safety and conservation in their communities. These rules could cover things like protecting green spaces, managing public areas safely, or protecting wildlife, with each council deciding what their area needs."
3194,"This bill aims to make the ticket market for sporting events and concerts fairer for ordinary fans. It would introduce new regulations to stop practices like bulk-buying tickets with bots or selling them at excessive prices, so that real fans can buy tickets at reasonable costs rather than being undercut by resellers."
3195,"This bill regulates how tickets for sporting and cultural events are sold to prevent exploitative practices. It typically addresses issues like secondary ticket market transparency, resale price caps, bot-driven bulk purchasing, and ticket touting. The legislation aims to protect consumers from paying inflated prices while ensuring organisers and legitimate sellers can still operate, and genuine fans have fair access to tickets at reasonable prices."
3198,"This bill would allow the Church of England to perform marriage ceremonies for same-sex couples. Currently, the Church is not permitted to do this. The bill gives individual churches the choice to decide whether they want to conduct same-sex marriages."
3199,"This bill would require the UK to hold a referendum asking the public whether to allow same-sex marriage. Instead of Parliament deciding the law directly, it would let voters make the final choice on this issue."
3202,"This bill updates the rules around how the UK manages and improves its satellite navigation systems (like GPS). It aims to make the process of updating these systems clearer and more efficient, so they stay reliable and up-to-date for public use."
3203,The Saving Gateway Accounts Act creates special savings accounts for low-income UK citizens where the government matches their savings with bonus money. It's designed to encourage people on lower incomes to save money by rewarding them with extra cash from the government when they put money aside.
3205,"This Act created a scheme where the government gives a one-off payment of money to pregnant women to open a savings account for their baby. The savings can be used later to help with the child's education, housing, or other needs when they turn 18."
3214,"This bill proposes that schools should provide free breakfast to their pupils. The aim is to ensure all children start the school day well-fed, which could help improve their learning, behaviour, and overall wellbeing."
3220,This bill aims to ensure that disadvantaged children get free meals and activities during school holidays (like summer break and half-terms) when they don't have access to school meals. It's designed to support children's health and wellbeing when school is closed.
3226,"The Schools Bill is a law that would give the government greater powers over how schools operate in England. It aims to improve standards by allowing faster intervention in poorly-performing schools and giving ministers more say in education decisions, rather than leaving everything to local councils and school leaders."
3228,"The Schools (Allergy Safety) Bill establishes mandatory safety procedures for schools to protect pupils with allergies. It requires schools to maintain updated allergy registers, provide staff training on recognising and responding to allergic reactions, and ensure appropriate storage and access to emergency medications like epinephrine auto-injectors (EpiPens). The bill aims to reduce deaths and serious incidents caused by allergic reactions in school settings by creating consistent, legally binding standards across all schools."
3252,"This bill updates the laws that control how scrap metal dealers operate in the UK. It aims to prevent theft and illegal selling of scrap metal by tightening rules about who can buy and sell metal, record-keeping, and how dealers must check where their materials come from."
3256,This bill aims to control second home ownership in the UK by introducing new regulations. The goal is to address the shortage of affordable homes for first-time buyers by limiting second home purchases or changing how second homes can be used.
3257,"This bill aims to change how schools for 16 to 19-year-olds are run by giving them more independence and control over their own budgets and decisions. The idea is to make these schools (like sixth forms) operate more like academies, similar to how some other schools in England are already run."
3258,"The Secure 16 to 19 Academies Act 2026 aims to strengthen the operational and financial stability of academy schools serving 16 to 19-year-old students in England. The bill establishes enhanced governance requirements, stricter financial oversight mechanisms, and clearer accountability standards for these institutions. It seeks to prevent academy closures and financial mismanagement while ensuring consistent educational quality across the 16-19 sector. The legislation applies binding standards that academies must meet to maintain their funding and operational status."
3260,"This bill updates the rules for 'secured lending' - when someone borrows money and promises to give the lender something valuable (like a house or business equipment) if they can't pay back the loan. The bill aims to reform how these loans work, though the specific details of what changes aren't provided here."
3263,"This Act gives UK citizens the right to apply to their local council to build their own custom-designed home, rather than having to buy from a developer. It requires councils to keep a register of people interested in self-building and makes it easier for individuals to access land and support to build their own houses."
3264,"This bill would allow self-employed people to skip certain risk assessments that are normally required. It aims to make things easier for freelancers and small business owners by removing what some see as unnecessary red tape, though others worry about losing important safety checks."
3266,"This bill removes age-based rules that currently prevent certain people from being appointed to senior judge positions in the UK. Currently, there are age limits on who can become a senior judge; this bill would allow anyone who is qualified to apply, regardless of their age."
3274,"This bill expands the powers of the Secretary of State for Justice to influence sentencing guidelines set by the independent Sentencing Council. Currently, the Sentencing Council operates with significant independence to develop guidelines that judges use when sentencing criminals. This bill would allow the Secretary of State to direct or request changes to these guidelines, potentially making sentences harsher or addressing public concerns about specific crimes more quickly. Essentially, it shifts some decision-making power from an independent judicial body to an elected politician."
3276,"This bill reforms how pre-sentence reports (PSRs) are prepared and used in criminal sentencing across England and Wales. Pre-sentence reports are documents compiled by probation services that provide judges with information about a defendant's background, circumstances, and risk factors before sentencing. The Act likely establishes new sentencing guidelines that courts must consider alongside these reports, standardising how this information influences sentencing decisions and potentially affecting sentence lengths and consistency across different courts."
3293,"This bill would allow people to be pardoned (have their convictions cleared) if they were convicted under old sexual offence laws that have since been removed or changed. It recognises that some historical laws were unfair - for example, laws that criminalised consensual relationships between same-sex partners - and gives people convicted under these outdated laws a chance to clear their records."
3304,This bill requires people who rent out their homes as holiday lets or short-term accommodation (like Airbnb properties) to tell their local council about it. The government wants councils to have a list of these properties so they can track how many short-term rentals are in their area and make sure people follow local housing rules.
3305,"This bill would require owners of short-term and holiday-let properties to register them with their local council. The government wants to know where these properties are, make sure they meet safety standards, and help address the shortage of homes available for people to rent long-term."
3307,"This bill would make anyone renting out a property for short holidays or short-term stays get permission (a licence) from their local council first. The goal is to regulate this type of accommodation, similar to how hotels are controlled, to protect renters and manage housing availability in local areas."
3308,"The Short-term Let Accommodation Bill introduces new regulations for properties rented out for short periods (typically under 90 days), such as holiday lets and Airbnb-style accommodation. The bill aims to control the growth of short-term rentals in residential areas by requiring landlords to obtain planning permission or register their properties, and may impose restrictions on the number of days per year a property can be let short-term. It also seeks to ensure better safety standards, tax compliance, and to protect long-term rental housing stock in tight housing markets."
3309,"This bill requires owners and platforms of short-term let accommodations (such as Airbnb properties) to share data with local authorities. The data sharing includes information about property locations, occupancy patterns, and host details. The aim is to help councils enforce planning regulations, prevent unauthorized commercial use of residential properties, and ensure short-term lets comply with local housing rules. By requiring this transparency, the government intends to give local authorities better oversight of the short-term rental market."
3310,"This bill requires landlords and property owners to obtain planning permission before converting residential properties into short-term holiday lets (such as Airbnb-style rentals). Currently, many areas allow this conversion without planning permission under permitted development rules. The bill aims to give local councils greater control over short-term letting in their areas, allowing them to manage the impact on housing availability, neighbourhood character, and local services. It represents a significant shift in planning rules to address concerns that short-term lets are reducing the supply of long-term rental housing in many communities."
3311,"The Silica Dust (Exposure) Bill aims to strengthen protections for workers exposed to crystalline silica dust, a hazardous substance that causes serious lung diseases including silicosis and lung cancer. The bill likely introduces stricter exposure limits, enhanced monitoring requirements, and improved safety standards across industries where silica dust is present, such as construction, stoneworking, foundries, and ceramics manufacturing. It may also mandate better training, equipment provision, and medical surveillance for at-risk workers. The legislation seeks to reduce occupational disease and death by enforcing tighter controls on this known carcinogen."
3312,"This bill sets out how the government should officially recognise and protect Sites of Special Scientific Interest (SSSIs) - places like nature reserves, rock formations, or habitats that have important scientific value. It aims to create a consistent process for deciding which areas deserve this special status and what rules should protect them."
3313,"This Act reforms how post-16 education and skills training work in England. It changes the system so colleges and training providers focus more on what employers need, helps young people choose between academic and practical routes, and aims to get more people into work-ready skills."
3316,"This bill aims to make it easier for small and medium-sized co-operatives to develop and grow. Co-operatives are businesses owned by their workers or members who share the profits and decisions. The bill would likely provide financial help, advice, and other support to help these types of businesses succeed."
3338,This bill creates a 'Social Energy Tariff' - a scheme that gives discounted gas and electricity rates to people who are struggling to afford energy bills. It aims to help vulnerable households keep their homes warm and powered at a lower cost.
3341,"This bill would set up a new government commission to examine social justice issues - things like poverty, discrimination, and unfairness in society. The commission would study these problems and suggest ways to make society fairer, though it would not have direct power to make changes itself."
3343,"The Social Media (Access to Accounts) Bill would require social media companies to provide law enforcement and other authorised bodies with access to user accounts and data during investigations. The bill aims to give police and security services tools to investigate crimes such as child exploitation, terrorism, and organised crime by requiring platforms to decrypt or provide access to encrypted messages and account information. It would establish a legal framework requiring companies to comply with access requests, with penalties for non-compliance. Essentially, it creates a backdoor into encrypted social media platforms for law enforcement purposes."
3344,"This bill would require social media platforms (like Instagram, TikTok, and X) to verify users' real identities before they can create accounts or post. Instead of using made-up names, people would need to prove who they actually are, similar to opening a bank account."
3346,"This Act allows the government to give one-off extra payments to people receiving social security benefits (like Universal Credit or pension credit). It was designed to help people cope with rising living costs, particularly during the cost of living crisis in 2022."
3347,"This Act allows the government to make one-off or temporary extra payments to people receiving certain social security benefits. It's designed to provide financial support to households facing difficulty, particularly during periods of economic hardship."
3357,"This bill states that the UK Parliament is the supreme law-making body and cannot be overruled by the European Communities (now known as the European Union). It reasserts parliamentary sovereignty, meaning MPs have final say over UK law rather than any outside authority."
3361,"The Space Industry (Indemnities) Act 2025 allows the UK government to provide legal indemnity (financial protection from liability) to commercial space companies operating in Britain. This means the government will cover costs if a space company causes damage, such as harm to people, property, or the environment, during launch, orbital operations, or re-entry activities. The Act enables the UK space sector to compete globally by reducing the insurance burden on companies, while establishing a framework for when and how government protection applies. Essentially, British taxpayers assume some financial risk so that UK space businesses can operate more cheaply and attract investment."
3366,"This bill would create a new government role - a Special Envoy - whose job is to protect and promote freedom of religion and belief in the UK and abroad. The envoy would help ensure people aren't discriminated against because of their religion or beliefs, and would advise the government on these issues."
3380,This Act gives St. Austell Market specific legal powers and rules to operate as a market in Cornwall. It sets out how the market should be managed and what authority it has to run its day-to-day business.
3390,"The State Actors (Proscription) Bill would allow the UK government to formally ban and designate foreign state actors, such as governments, their agents, or state-controlled organizations, as threats to national security, similar to how terrorist organizations are currently proscribed. Once proscribed, it would become illegal to support, fund, or work with these entities, with criminal penalties for violations. The bill aims to give the UK stronger legal tools to counter hostile state activities like espionage, disinformation campaigns, and political interference without requiring a full diplomatic break or waiting for individual crimes to be prosecuted."
3394,"This bill establishes a national oversight mechanism to investigate and review deaths that occur in state custody or involving state agents (such as police, prisons, or armed forces). It creates independent scrutiny of how these deaths are handled, aims to improve transparency in investigations, and establishes clear procedures and accountability standards across the UK. The mechanism would ensure consistent investigation practices and enable families to access information about state-related deaths more effectively."
3396,"This bill aims to clarify what type of worker someone is (employee, self-employed, or something in between) and ensure they get the rights and protections they deserve. It's designed to tackle situations where people work like employees but don't get employee benefits."
3397,"This bill aims to clarify and improve the legal status of different types of workers in the UK. It would likely change how workers are classified (employee, worker, or self-employed) to make sure people get fair treatment, proper pay, and workplace protections based on the type of work they actually do."
3400,"This bill requires the UK government to commission and publish a report examining whether Statutory Adoption Pay (SAP) should be extended to self-employed workers. Currently, only employees receive the statutory entitlement to paid leave when adopting a child; self-employed parents receive nothing. The bill does not directly extend SAP itself, but instead mandates that ministers investigate the feasibility, costs, and implications of doing so, and then present their findings to Parliament within a specified timeframe."
3401,"This bill modifies the procedures for how statutory instruments (detailed laws made by government ministers under powers granted by Parliament) are created, scrutinised, and implemented. Statutory instruments are a fast-track form of legislation used thousands of times yearly for everything from setting benefit rates to environmental regulations. The bill aims to improve parliamentary oversight of these instruments, though the specific amendments would depend on the bill's current provisions in the House of Lords."
3406,"The Steel Industry (Special Measures) Act introduces targeted government interventions to support the UK steel sector during a period of economic challenge. The bill likely includes provisions such as subsidies, tax relief, or preferential purchasing agreements for UK steel producers, and may establish a regulatory framework to protect domestic manufacturers from unfair foreign competition. These measures aim to preserve steel-making capacity, protect jobs in steel communities, and maintain the UK's industrial base. The act represents a direct government commitment to prevent further closures of steel plants and maintain supply chains critical to other UK industries."
3412,"This bill aims to stop what's called 'SLAPP' (Strategic Lawsuits Against Public Participation) - where wealthy people or companies use expensive court cases to scare ordinary people into silence for speaking out or campaigning. The bill would create new protections to dismiss these cases early, saving people money and protecting their right to speak up without fear."
3414,"This bill aims to stop 'SLAPP suits' - expensive legal cases filed mainly to intimidate and silence critics rather than to win in court. It would give courts the power to quickly dismiss these cases and protect campaigners, journalists, and ordinary people who speak out on matters of public interest."
3415,This bill aims to stop 'SLAPP' lawsuits (Strategic Lawsuits Against Public Participation) - cases filed mainly to scare people into staying quiet rather than to win in court. It would give judges the power to throw out such cases early and protect people's right to speak up about matters of public interest without fear of crippling legal bills.
3435,"This bill proposes to update the old rules about how noble titles (peerages and baronetcies) are inherited when someone dies. It aims to modernise the system so it works better for today's society, rather than following centuries-old traditions that may no longer make sense."
3438,"This bill aims to tackle high sugar consumption in the UK by requiring companies to reduce sugar in their products, making nutrition labels clearer and easier to understand, and controlling how sugary foods and drinks are advertised. The goal is to help people make healthier choices and reduce obesity-related health problems."
3447,"This Act temporarily relaxed Sunday trading laws in London during the 2012 Olympic and Paralympic Games, allowing large shops to open for longer than the usual 6-hour limit. It was a one-off measure to help businesses and make shopping easier during the Games period."
3448,"The Superannuation Act 2010 reformed the pension schemes for public sector employees in the UK. It changed how much workers and the government contribute to pensions, increased retirement ages, and tied pension increases to inflation, aiming to control long-term government spending on pensions."
3458,"This Act allows the UK government to spend money on day-to-day services before the full annual budget (Supply) is officially approved by Parliament. It's a temporary measure to keep the country running, and also makes adjustments to previously approved spending limits when needed."
3467,This Act is Parliament's formal approval of how the government will spend billions of pounds across different departments and public services for one year. It's essentially the government's annual budget - deciding which services get how much money to function.
3468,"This Act gives the government official permission to spend a set amount of money on various public services and departments during 2012-13. It's a routine annual law that authorises the government's budget, similar to a household deciding how much to spend on different bills and expenses each year."
