id,support_explanation
3079,"[""- Removes individuals from the honours system who have engaged in serious criminal conduct or brought the institution into disrepute, protecting the integrity and prestige of British honours"",""- Creates a transparent, standardised legal process for title removal rather than relying on ad-hoc decisions, ensuring consistency and fairness across cases"",""- Strengthens public confidence in the honours system by demonstrating that titles are conditional on maintaining standards of conduct expected of those who receive them"",""- Provides victims and the public with a formal mechanism to address situations where individuals retain titles despite serious misconduct, ensuring accountability""]"
3086,"Voting for this bill means backing stronger protections for people who rent their homes. If it passes, renters would get more rights - like longer notice periods before eviction, the ability to have pets, and fairer rules about rent increases and deposits."
3087,"[""- Provides housing security: Tenants gain protection against sudden eviction without cause, allowing families to plan long-term and invest in their homes without fear of arbitrary removal."",""- Controls rent inflation: Restricts how frequently and by how much landlords can raise rents, protecting low-income renters from being priced out of their homes and making budgeting more predictable."",""- Improves living standards: Strengthens enforcement of property maintenance standards, ensuring renters have access to safe, healthy housing with reliable heating, plumbing, and structural integrity."",""- Reduces homelessness: By preventing arbitrary evictions and protecting vulnerable tenants, the act could reduce rough sleeping and homelessness among people currently in private rental accommodation.""]"
3093,"Voting to support this bill means you think MPs should be allowed to share one job between two people. If it passes, two MPs could split one parliamentary seat, working part-time instead of full-time, which could help people balance work and family life."
3098,"[""- Young people are affected by long-term policy decisions (climate change, education, student debt) but currently have no direct electoral voice, making this a fairness and representation issue"",""- Research suggests lowering the voting age increases lifetime voting habits; enfranchising 16-year-olds now could boost democratic participation in future decades"",""- At 16, many young people can work and pay taxes, making the traditional 'no taxation without representation' argument applicable to this age group"",""- Several countries and regions (Austria, Scotland, some local councils) have successfully implemented 16-year-old voting with no significant practical problems""]"
3102,"[""- Somaliland has demonstrated stable governance, functioning institutions, and peaceful democratic elections for three decades, meeting practical criteria for statehood better than many recognized nations"",""- Recognition would support self-determination; Somaliland's population voted overwhelmingly for independence in a 1991 referendum and has consistently rejected reunification with Somalia"",""- The move could strengthen UK strategic interests in the Horn of Africa, establishing a reliable partner for trade, security cooperation, and counterterrorism efforts in a geopolitically important region"",""- Recognition may incentivize improved governance and stability in Somalia itself, as it would encourage Somaliland to maintain its track record as a peaceful, functional state""]"
3104,"[""- Ensures consistent road maintenance standards across all residential areas, as council-maintained roads follow set specifications, whereas private roads often fall into disrepair when owners lack funds or motivation to repair them"",""- Removes financial burden from homeowners who currently pay through private road maintenance charges or 'adoption fees,' potentially saving residents hundreds of pounds annually"",""- Improves road safety by guaranteeing proper upkeep, drainage, and street lighting, as councils have legal obligations to maintain adopted roads in safe condition"",""- Provides clarity for new homebuyers, as properties on adopted roads have clearer legal status and future maintenance costs, making them more attractive and easier to sell""]"
3112,"[""- Clarifies and protects historic land rights for Richmond residents or commoners who have traditional grazing or access privileges on the burgage pastures"",""- Modernises outdated administrative structures governing the land, making management more efficient and transparent for current stakeholders"",""- Preserves important local heritage and community assets by establishing clear legal protections for common land that has served the Richmond community historically"",""- May enable better maintenance and environmental stewardship of the pastures by establishing clearer responsibilities and funding mechanisms""]"
3116,"Supporting this bill means you believe people should have the right to die at home rather than in a hospital or care facility. If it passes, it would give terminally ill people more choice and control over where they spend their final days, and it could mean changes to how healthcare and end-of-life care are provided."
3119,"[""- Allows terminally ill people to exercise personal autonomy and choice at the end of their lives, rather than being forced to suffer prolonged, painful deaths against their wishes"",""- Removes the need for desperate patients to travel to countries like Switzerland for assisted dying, which is costly, traumatic for families, and currently illegal in the UK"",""- Provides a regulated, safe medical framework with built-in safeguards (multiple doctor assessments, waiting periods, mental capacity checks) rather than pushing people toward dangerous, unregulated methods"",""- Recognises that many people wish to die at home surrounded by family, with dignity and in familiar surroundings, rather than in hospitals or care facilities""]"
3120,"- Lowers the barrier to leaseholders exercising Right to Manage by reducing qualifying thresholds (such as the percentage of leaseholders needed to agree) and administrative costs, enabling more residents to gain control of their own buildings without relying on expensive professional management
- Caps ground rents and restricts onerous ground rent terms, preventing freeholders from imposing escalating or excessive charges that currently inflate housing costs for leaseholders over decades
- Mandates greater transparency from managing agents and freeholders regarding service charges, repairs, and maintenance costs, helping leaseholders understand and challenge potentially inflated or unjustified fees
- Strengthens enforcement mechanisms allowing leaseholders to dispute unfair charges more easily through tribunals, reducing power imbalances where managing agents can impose costs without meaningful accountability"
3126,"[""- Restores ecological health: Reducing sewage and agricultural runoff will allow native fish populations (particularly salmon) to recover and reduce toxic algal blooms that currently make the river unsafe for recreation"",""- Protects public health: Cleaner water reduces disease risks for people who swim, fish, or use the river for drinking water abstraction downstream"",""- Holds water companies accountable: Establishes clear legal obligations and financial penalties, forcing companies to invest in infrastructure rather than passing costs to customers while allowing pollution to continue"",""- Supports local economies: A cleaner river attracts tourism, supports the fishing industry, and increases property values in riverside communities along the England-Wales border""]"
3128,"- Protects public health by establishing legally binding standards for water quality, reducing contamination from industrial discharge and agricultural runoff that currently affect drinking water and swimming areas
- Restores river ecosystems and fish populations by preventing over-extraction and maintaining natural water flows, benefiting wildlife and rural tourism industries
- Enables environmental groups and citizens to take legal action against polluters and negligent authorities without waiting for government enforcement, strengthening accountability
- Provides long-term economic benefits by protecting natural water sources, reducing treatment costs for water companies, and supporting fishing, recreation, and agriculture that depend on clean water"
3134,"- Reduces serious injuries and fatalities among children by lowering vehicle speeds in residential and school areas where young people are most vulnerable. - Creates a standardised, evidence-based approach to road safety education, ensuring all pupils receive consistent training in recognising hazards and safe crossing practices. - Identifies and addresses specific dangerous locations through mandatory safety assessments, allowing resources to be targeted where they are most needed (such as installing crossing points or improving visibility). - Encourages partnership between schools, local authorities, and police, creating coordinated strategies that protect children both in classrooms and on journeys to and from school."
3135,"[""- Increases visitor numbers to local attractions and businesses by making them more discoverable, supporting rural economies and town centers that rely on tourism revenue"",""- Reduces driver confusion and unsafe behavior caused by people searching GPS devices or looking for poorly marked destinations, potentially improving road safety"",""- Allows small independent businesses and attractions equal visibility with large chains, rather than relying solely on digital platforms that charge for advertising"",""- Harmonizes signage across regions through consistent design standards, making the road environment clearer for all drivers including tourists unfamiliar with local areas""]"
3138,"- Reduces serious injuries and fatalities among riders and horses by requiring visible safety equipment and lighting, particularly during low-light conditions when many accidents occur
- Provides clarity and legal protection for riders by establishing clear rules of the road, reducing ambiguity about liability in accidents and improving insurance frameworks
- Encourages consistent safety standards across the country by establishing minimum requirements for horse training, behaviour assessment, and rider competence, preventing variable standards between regions
- Benefits drivers by clearly defining where horses can be ridden and what precautions riders must take, reducing sudden encounters and allowing safer journey planning"
3139,"A vote to support this bill means you want to make it illegal to use devices that help drivers avoid speed cameras, traffic enforcement cameras, or other road safety detection equipment. If it passes, people who use or sell these anti-detection gadgets could face criminal charges and penalties."
3142,"[""- Improves road safety by removing unqualified or dangerous drivers from circulation, potentially reducing accidents and fatalities caused by unlicensed drivers"",""- Increases consequences for repeat offenders and those disqualified from driving, creating stronger deterrents against unlicensed driving"",""- Gives police and courts more enforcement tools (such as vehicle seizure) to tackle persistent offenders who ignore existing penalties"",""- Protects innocent road users and pedestrians from harm caused by drivers who haven't met legal safety standards or training requirements""]"
3145,"Voting to support this bill means you want to change the drink-drive limits set in the 1988 Road Traffic Act. If it passes, the legal alcohol limits for driving would be altered, which supporters believe would make roads safer by reducing accidents caused by drunk driving."
3152,"[""- Improves road safety by deterring dangerous cycling behaviours such as riding through red lights, cycling on pavements, or riding without lights at night, which can injure pedestrians and other road users"",""- Creates equality in accountability by making cyclists subject to the same traffic rules as motor vehicle drivers, removing the perception that cyclists operate without legal consequences"",""- Provides enforcement tools for police and local authorities to tackle problem cycling in urban areas where cyclist-related accidents and near-misses have increased"",""- Could generate revenue through fines that funds road safety initiatives, cycling infrastructure, or enforcement programmes""]"
3159,"- Reduces traffic congestion by requiring better planning and coordination between different organisations doing roadworks, so multiple crews aren't digging up the same road repeatedly within short timeframes
- Protects taxpayers by making companies liable for poor-quality repairs and delays, incentivising faster, more professional completion of essential infrastructure maintenance
- Improves public safety by enforcing stricter standards for roadwork sites, including better signage, barriers, and worker training to prevent accidents
- Allows residents and businesses to plan around roadworks more effectively through mandatory advance notification requirements, reducing unexpected disruption"
3161,"[""- Removes barriers to accessing services: Criminal records prevent rough sleepers from employment and housing. Decriminalisation removes this obstacle, allowing people to engage with support services, hostels, and job training without fear of prosecution."",""- Addresses root causes rather than symptoms: Criminalisation is costly and ineffective, people cycle through courts and prisons. This approach redirects resources toward evidence-based solutions like mental health treatment, addiction support, and permanent housing."",""- Reduces costs to the criminal justice system: Prosecuting rough sleepers is expensive. Police time, court proceedings, and incarceration cost taxpayers significantly. Resources could be redirected to housing support and prevention programmes."",""- Aligns with international evidence: Countries and regions that have decriminalised rough sleeping (like Portugal and some US cities) report better outcomes for individuals and lower public costs when combined with housing-first policies.""]"
3165,"[""- Establishes parliamentary oversight of an important military support organisation by requiring transparent reporting on how the Commissioner's role is defined and executed"",""- Identifies potential gaps or overlaps in the Commissioner's responsibilities, leading to more efficient operations and clearer chains of command within the Royal Fleet Auxiliary"",""- Ensures accountability by making public the scope of the Commissioner's authority, allowing informed scrutiny by MPs and the public about how this naval support service is governed"",""- Provides a formal foundation for future reforms by documenting the current remit in detail, making it easier to implement targeted improvements to the service""]"
3171,"[""- Strengthens judicial independence by ensuring courts can enforce their own decisions against government bodies that ignore rulings, preventing the state from circumventing legal judgments"",""- Creates clear legal consequences for public authorities that act outside their powers or breach statutory duties, improving transparency and reducing arbitrary decision-making by officials"",""- Protects citizens by establishing enforceable rights against unlawful government action, providing practical remedies when public services or authorities breach legal obligations"",""- Prevents erosion of constitutional protections by making it harder for government to bypass established law through administrative action or inaction""]"
3173,"Voting to support this bill means you think the government should develop a proper plan to tackle crime in rural areas. If it passes, the government would be required to create a strategy to address crimes like farm theft, fly-tipping, and rural antisocial behaviour that often go ignored."
3174,"- Establishes dedicated focus on rural crime problems that have been historically under-resourced, including organised farm theft, machinery theft, and rural fly-tipping that disproportionately affect farming communities. - Creates accountability by requiring government agencies and police forces to publish coordinated plans and progress reports, making it harder for rural policing needs to be overlooked or deprioritised. - Brings together multiple agencies (police, environment agencies, local authorities) under one framework, reducing gaps in response to cross-cutting issues like wildlife crime and rural antisocial behaviour. - Provides farmers and rural residents with transparency about what law enforcement will do to protect rural areas, improving public confidence in the police response to their specific concerns."
3176,"- Provides a substantial, one-time funding source for Ukraine without requiring additional UK taxpayer contributions, using Russian state resources to finance the conflict they initiated
- Holds Russia financially accountable for the invasion by making it bear material costs, creating consequences beyond diplomatic sanctions
- Accelerates Ukrainian reconstruction and aid delivery by providing immediate accessible funds rather than waiting for lengthy post-conflict settlement negotiations
- Sets a legal precedent that aggressive military invasion can result in asset forfeiture, potentially deterring future state aggression"
3183,"Voting to support this bill means you want banks to offer 'safety deposit current accounts' - a new type of account that combines everyday banking with extra protection for your money. If it passes, banks would be required to offer this option, giving people more choice and potentially better security for their savings."
3195,"[""- Protects fans from paying excessive markups on secondary ticket markets, where resellers often charge two, three, or more times the face value"",""- Prevents automated bots from bulk-buying tickets instantly, leaving none available for genuine supporters to purchase at face value"",""- Increases transparency by requiring resellers to disclose all fees upfront, so buyers know the true total cost before committing to purchase"",""- Maintains fair access to cultural and sporting events for ordinary people, rather than allowing wealthy buyers or professional resellers to monopolise availability""]"
3198,"Voting to support this bill means you want the Church of England to be allowed to conduct same-sex marriages if it chooses to. If it passes, churches that wish to can marry same-sex couples, giving them equal marriage rights within the Church."
3199,"Voting to support this bill means you want UK voters to have a referendum (a public vote) to decide whether same-sex marriage should be allowed. If it passes, the public would get a direct say on this issue rather than Parliament deciding alone."
3203,"Supporting this Act means helping people save money by giving them a government bonus. For every £1 a low-income person saves in a special account, the government adds extra money (usually 50p), which encourages people to build up emergency savings and improve their financial security."
3223,"Voting to support this bill means you want schools to offer gender-neutral uniform options so students can choose what they wear regardless of their gender. If it passes, schools would have to allow all students to wear items like trousers, skirts, or blazers based on personal choice rather than gender rules."
3228,"- Schools will be legally required to keep accurate allergy records and communicate this information to all relevant staff, reducing dangerous misunderstandings about which children need protection
- Staff training on allergy management becomes compulsory, ensuring adults can recognise anaphylaxis symptoms quickly and administer emergency medications before emergency services arrive
- Clear protocols for medication storage and access mean life-saving treatments are immediately available during emergencies, rather than locked away or inaccessible
- Consistent national standards across all schools remove the postcode lottery where allergy safety depends on individual school governance, protecting all vulnerable children equally"
3234,"- Provides early intervention: Mental health professionals in schools can identify and support struggling pupils before problems escalate, reducing pressure on overstretched NHS child and adolescent mental health services. - Removes stigma and access barriers: Students are more likely to seek help when services are embedded in their school environment, and no referral or waiting list is needed. - Ensures consistency: A statutory requirement would guarantee that all schools provide mental health support, closing the gap between well-resourced and under-resourced areas. - Improves educational outcomes: Research shows that addressing mental health issues in young people directly improves attendance, behaviour, and academic achievement."
3257,"Voting for this bill means you want to give more independence and financial security to schools that teach 16 to 19-year-olds (sixth forms and colleges). Supporters believe this will help these schools run better, make their own decisions, and improve education for older students."
3258,"[""- Protects students from unexpected school closures by requiring academies to maintain adequate financial reserves and contingency planning, reducing disruption to their education and university applications"",""- Improves transparency and accountability by mandating clearer financial reporting and governance structures, helping parents and students make informed choices about institutions"",""- Raises educational standards through consistent quality benchmarks across the sector, ensuring students receive comparable teaching quality regardless of which 16-19 academy they attend"",""- Strengthens public confidence in the academy model by demonstrating that government takes oversight seriously, potentially improving recruitment and retention of both staff and students""]"
3264,"Voting to support this bill means you want self-employed people to be exempt from certain risk assessments. If it passes, self-employed workers would not have to undergo these assessments, which supporters say will reduce paperwork and costs for small business owners."
3273,"Voting to support this bill means you think the sentencing system should be changed for women offenders. If it passes, courts would have more options to give women different sentences, possibly focusing on rehabilitation or community-based punishments instead of prison for less serious crimes."
3274,"- Allows the government to respond quickly to public concerns about sentencing in specific crimes (such as violent offences or sexual abuse) without waiting for lengthy independent reviews
- Gives elected politicians direct accountability for sentencing policy, since voters can hold them responsible at elections, whereas the independent Sentencing Council is not directly accountable to the public
- Enables more consistent sentencing policy aligned with the government's broader criminal justice priorities and public safety goals
- Allows rapid adjustments to sentencing guidelines when crime patterns change or new types of offences emerge that require urgent attention"
3276,"[""- Ensures greater consistency in sentencing by requiring judges to apply standardised guidelines when considering pre-sentence reports, reducing the postcode lottery where similar offenders receive vastly different sentences in different courts"",""- Enables more effective rehabilitation by encouraging courts to consider relevant personal circumstances and risk factors documented in PSRs, potentially leading to sentences better tailored to reduce reoffending"",""- Improves public confidence in the justice system by making sentencing decisions more transparent and principled, as judges must follow clear guidelines rather than exercising wholly discretionary judgment"",""- Streamlines court processes by providing clear frameworks for how PSRs should be weighted in sentencing, reducing delays and making the system more efficient for courts, probation services, and defendants""]"
3285,"Voting to support this bill means backing changes to how sex and relationships education is taught in schools. If it passes, it would update the curriculum requirements for what teachers must cover in these lessons, potentially making the content more comprehensive or age-appropriate."
3303,"Voting for this bill means you want holiday let owners (people who rent out their homes short-term on sites like Airbnb) to tell their local council about their properties. Supporters believe this helps councils track which homes are being used as holiday lets, so they can better manage housing shortages and ensure safety standards are met."
3304,"Voting for this bill means you think councils should know about holiday rental properties in their area. Supporters believe it will help councils understand housing problems, collect data, and ensure short-term rentals don't damage neighbourhoods or reduce the number of homes available for people to live in permanently."
3305,"Voting to support this bill means you want short-term and holiday rental properties (like Airbnb) to be registered on an official list. Supporters believe this will help councils track these properties, ensure safety standards are met, and reduce the shortage of long-term rental homes in local communities."
3308,"[""- Protects the long-term rental market by preventing residential properties from being converted into full-time holiday lets, helping keep housing available and affordable for permanent residents"",""- Ensures safety standards are met in short-term rentals through mandatory registration and inspections, protecting guests from substandard or unsafe accommodation"",""- Increases tax revenue by requiring short-term let operators to register and properly report income, closing loopholes where landlords previously avoided tax obligations"",""- Reduces anti-social behaviour and neighbourhood disruption by limiting the number of short-term rentals in residential areas and holding landlords accountable for guest conduct""]"
3309,"- Enables councils to identify unlicensed short-term rental properties and enforce existing planning laws that may restrict commercial letting in residential areas
- Helps address housing shortages by preventing landlords from converting long-term rental properties into short-term lets, keeping properties available for permanent residents
- Reduces tax evasion by providing authorities with accurate data on rental income that hosts must declare to HMRC
- Protects neighbourhood amenity by allowing councils to monitor and tackle anti-social behaviour, noise complaints, and excessive turnover of guests in residential streets"
3310,"[""- Protects long-term housing supply by preventing landlords from converting residential properties into short-term lets, which could ease pressure on rental markets and housing availability in tight markets"",""- Gives local councils and communities democratic control over how their neighbourhoods develop, rather than allowing conversion by permitted development rights that bypass planning consultation"",""- Reduces nuisance and anti-social behaviour by allowing councils to refuse permission for short-term lets in residential areas, protecting the quality of life for permanent residents"",""- Preserves the character of residential streets and neighbourhoods by preventing clustering of tourist accommodation that can turn residential areas into transient tourist zones""]"
3311,"[""- Prevents serious occupational diseases: Crystalline silica exposure causes silicosis, which is irreversible and often fatal; stricter limits directly reduce incidence of this and related lung diseases"",""- Protects vulnerable workers: Construction workers, stonemasons, and foundry workers face high exposure; this bill ensures consistent safety standards across all employers in these sectors"",""- Reduces NHS burden and costs: Preventing silica-related diseases reduces long-term healthcare costs and avoids expensive treatment for advanced lung conditions"",""- Aligns with international standards: Many developed nations have implemented strict silica controls; this bill brings UK standards in line with equivalent protections elsewhere""]"
3316,"Voting to support this bill means you want the government to help small and medium-sized co-operatives grow and succeed. If it passes, these businesses (which are owned and run by their members together) would get better access to funding, training, and support to start up and expand."
3324,"Supporting this Act means backing the rollout of smart meters across the UK. Smart meters help people see their energy use in real-time, potentially saving money on bills and helping the environment by reducing energy waste."
3328,"Voting to support this bill means you want smoking bans to apply to private members' clubs (like golf clubs or social clubs). If it passes, these clubs would have to follow the same no-smoking rules as public places like pubs and restaurants, protecting staff and visitors from secondhand smoke."
3336,"Voting to support this bill means you want social care to be more portable - so if someone moves house or changes care provider, their care package and funding moves with them smoothly. If it passes, people won't have to restart applications or lose their place in care queues when they move."
3343,"[""- Enables faster investigation of serious crimes including child sexual abuse material (CSAM), human trafficking, and terrorism by allowing law enforcement direct access to evidence on social media platforms without lengthy legal delays"",""- Protects vulnerable users, particularly children, by giving authorities the ability to identify predators and intervene quickly in grooming or exploitation cases happening on encrypted platforms"",""- Closes a perceived gap in law enforcement capability where criminals can hide activity behind encryption, while other communication methods (phone records, emails) remain subject to court-ordered access"",""- Creates accountability for tech companies by establishing clear legal obligations and penalties, preventing platforms from claiming helplessness when asked to assist legitimate criminal investigations""]"
3352,"A vote to support this bill means you think the government should help people on benefits afford healthier food. If it passes, it could provide extra money or vouchers for nutritious meals, helping people improve their health and reduce diet-related illnesses."
3353,"Voting to support this bill means you want to help people on benefits afford healthier food. If it passes, the government would likely provide extra money or vouchers to help low-income families buy fresh fruit, vegetables, and other nutritious foods instead of cheaper, less healthy options."
3361,"- Strengthens UK competitiveness: Indemnities make British space companies cost-competitive with rivals in the US, Europe, and China, where similar government protections already exist, helping the UK capture a larger share of the growing global space economy. - Stimulates investment and jobs: Reduced liability costs and government backing attract private investment into UK space ventures, creating high-skilled manufacturing and engineering jobs across the country. - Enables ambitious projects: Companies can undertake ambitious missions (satellite launches, space tourism, orbital manufacturing) that would be too expensive or risky without indemnity protection, driving technological innovation. - Establishes clear rules: The Act provides legal certainty about when government covers liability, allowing companies and insurers to plan with confidence rather than facing unpredictable risk."
3363,"[""- Teachers receive proper training to identify and support neurodivergent and disabled students early, improving outcomes and reducing the need for later specialist interventions"",""- Consistent, quality training standards across all schools means SEND students receive equitable support regardless of which school they attend or their postcode"",""- Schools become more inclusive environments where disabled children learn alongside peers, promoting social integration and reducing segregation in specialist schools"",""- Better-trained staff reduces behavioral incidents linked to unmet needs and creates safer, more accessible classrooms for all students""]"
3364,"- Ensures more public funding reaches actual educational provision and student support rather than shareholder dividends, improving quality of SEND services for vulnerable children. - Prevents private providers from exploiting the SEND market, where families often have limited alternatives and local authorities have legal obligations to fund placements. - Reduces the escalating costs to local authority budgets, which have faced severe strain from rising SEND provision costs, freeing resources for other services. - Maintains a sustainable private SEND sector by allowing reasonable profits while preventing the unsustainable cost inflation that can force authorities to use fewer, more expensive providers."
3367,"[""- Creates a dedicated senior diplomat focused specifically on religious freedom, ensuring this human rights issue receives consistent political attention and resources rather than being sidelined within broader foreign policy"",""- Provides practical diplomatic intervention for persecuted religious minorities globally, enabling the UK to coordinate responses to religious persecution in specific countries and advocate for prisoners of conscience"",""- Strengthens UK soft power and moral authority by positioning Britain as a principled defender of religious pluralism and human rights, enhancing relationships with countries that value these freedoms"",""- Delivers concrete accountability through mandatory reporting on religious freedom violations worldwide, creating documented evidence of abuses that can inform UK foreign policy decisions and international advocacy""]"
3385,"Supporting this Act means backing a fairer tax system for property purchases. It replaced the old stamp duty with a new version that charges tax on different amounts based on the property price, so first-time buyers and those buying cheaper homes pay less tax."
3390,"[""- Provides a faster, more flexible legal mechanism to counter hostile state interference than waiting for individual prosecutions or formal diplomatic sanctions, which can take years"",""- Closes a legal gap: the UK can currently ban terrorist organizations but lacks equivalent powers for state actors conducting espionage, election interference, or supporting insurgencies"",""- Deters hostile state activity by creating clear legal consequences for British citizens, businesses, and organizations that knowingly engage with proscribed state actors"",""- Enhances national security by allowing authorities to prevent funding flows, disrupts networks supporting state-sponsored interference, and signals unified UK opposition to specific harmful state activities""]"
3394,"[""- Creates independent oversight of police and state deaths, reducing conflicts of interest where police investigate police, and establishing public confidence through transparent, impartial investigation processes"",""- Provides grieving families with a dedicated mechanism to challenge investigations and access information, preventing cases from being closed without proper scrutiny or answers"",""- Establishes consistent national standards for investigating state-related deaths, preventing local variations and ensuring equal protection regardless of where someone dies in state custody"",""- Enables systematic pattern-spotting across multiple cases, identifying whether particular police forces, prisons, or agencies have disproportionate death rates or problematic practices requiring intervention""]"
3400,"[""- Self-employed parents currently face financial hardship when adopting, as they have no paid leave entitlement, creating inequality compared to employed parents who receive up to 39 weeks of Statutory Adoption Pay."",""- A formal government report would provide evidence-based analysis of how extension could work, including costs to the exchequer and different policy models, informing future legislative decisions."",""- Extending SAP would support adoption rates among self-employed individuals, including freelancers, contractors, and business owners, potentially increasing the pool of prospective adoptive parents."",""- The self-employed population has grown significantly in the UK; excluding them from adoption support represents a gap in social policy for a substantial portion of the workforce.""]"
3401,"[""- Strengthens democratic accountability by giving Parliament more time to review and challenge statutory instruments before they become law, rather than rubber-stamping government decisions"",""- Reduces the risk of poorly-drafted or unintended regulations reaching the statute book by requiring more rigorous scrutiny and allowing MPs/Peers to properly examine technical details"",""- Enhances transparency by making the process for creating delegated legislation clearer and more accessible to citizens and interest groups affected by these rules"",""- Prevents governments from bypassing Parliament by using statutory instruments for major policy changes that arguably should require full parliamentary debate and approval""]"
3403,"- Increases democratic accountability by requiring greater parliamentary scrutiny of regulations before they take effect, reducing the risk of poorly considered or controversial rules being implemented without debate
- Improves public access to statutory instruments through digital publication requirements and clearer indexing, making it easier for citizens and businesses to understand which regulations apply to them
- Streamlines the legislative process by clarifying procedures and reducing bureaucratic delays, allowing urgent regulations (such as public health measures) to be implemented more quickly when necessary
- Strengthens the role of Parliament's Joint Committee on Statutory Instruments, giving it better powers to review proposed regulations and recommend amendments or rejection"
3406,"[""- Protects thousands of jobs in steel manufacturing and related supply chain industries, particularly in economically dependent regions like South Wales, the Midlands, and North East England"",""- Ensures domestic steel production capacity remains available for critical sectors including construction, automotive, defence, and infrastructure, reducing reliance on foreign imports that may face supply disruptions"",""- Provides financial support through subsidies or tax breaks that improve the competitiveness of UK steelmakers against subsidised foreign competitors, particularly from China and India"",""- Prevents the permanent loss of industrial expertise, skilled workforces, and manufacturing infrastructure that cannot be quickly rebuilt if plants close""]"
3408,"- Allows parents who experience loss before 24 weeks to have their baby formally recognised and registered, providing legal acknowledgment and memorial options currently unavailable. - Enables bereaved parents to access bereavement support services and counselling specifically designed for stillbirth, which may differ from miscarriage support. - Creates more accurate statistics on pregnancy loss by capturing earlier losses, potentially revealing patterns that improve maternal healthcare and prevent future losses. - Provides consistency with some other countries' definitions and recognises that significant emotional and physical trauma can occur from early losses."
3413,"[""- Protects freedom of speech and the right to protest by making it riskier and more costly for powerful parties to launch legal threats against critics, journalists, and campaigners"",""- Reduces the 'chilling effect' where people self-censor legitimate public comment out of fear of expensive litigation, even if they would ultimately win"",""- Provides an early dismissal mechanism so defendants can escape abusive cases quickly without spending months or years in court, reducing legal costs for ordinary people"",""- Strengthens accountability by making it easier to expose wrongdoing through public interest journalism and whistleblowing without fear of retaliatory lawsuits""]"
3416,"[""- Reduces street congestion and public inconvenience by incentivising utility companies to plan works properly, obtain necessary permits, and complete jobs efficiently rather than leaving roads damaged or blocked"",""- Improves road quality and safety by penalising poor workmanship, encouraging companies to reinstate surfaces correctly and maintain standards that protect drivers and pedestrians"",""- Creates fairer cost allocation by making utility companies financially responsible for the disruption and damage they cause, rather than passing these costs to local authorities or taxpayers"",""- Generates revenue that can fund road repairs and maintenance in communities affected by street works, or compensate residents and businesses for documented losses from disrupted access or poor quality work""]"
3420,"[""- Provides relief to graduates struggling with long repayment periods: a review could extend timescales, reducing monthly payments and making loans more affordable for lower-earning borrowers"",""- Addresses inequities between different student loan cohorts: graduates from different years face vastly different repayment terms, and a review could standardise fairer conditions across generations"",""- Improves economic participation: lower monthly repayments would free up income for young people to spend on housing, starting families, or investing in their local economies"",""- Responds to changing circumstances: wage stagnation and cost-of-living increases since loans were introduced mean original repayment schedules may no longer be realistic or proportionate""]"
3464,"[""- Prevents service disruption: Allows essential public services like the NHS, schools, and welfare payments to continue operating without interruption while Parliament debates the main budget"",""- Enables flexible resource management: Permits the government to reallocate funds between departments to respond to urgent priorities or unforeseen circumstances without waiting for full parliamentary approval"",""- Streamlines parliamentary procedure: Avoids the need for multiple separate bills by consolidating anticipation and adjustment powers into one measure, saving parliamentary time"",""- Standard constitutional practice: This is a routine annual procedure used by all governments to bridge the gap between the end of one financial year and Parliament's approval of spending for the next""]"
3466,"[""- Prevents disruption to critical public services: Without this bill, the NHS, schools, police, and other essential services could face funding gaps and operational shutdowns during the transition between financial years, affecting vulnerable citizens who depend on continuous care."",""- Enables flexible response to emergencies: Allows the government to rapidly reallocate funds to address unforeseen events (natural disasters, security threats, pandemics) without waiting for a new full budget approval, protecting public safety."",""- Reduces administrative inefficiency: Avoids the need for temporary 'continuing resolutions' or emergency votes, streamlining the parliamentary process and reducing delays that could harm government operations and economic planning."",""- Maintains fiscal continuity: Ensures pension payments, benefit payments, and debt servicing continue without interruption, protecting individuals relying on state support and maintaining the UK's financial credibility.""]"
3467,"Supporting this Act means approving the government's spending plans for the 2011-12 financial year. It allows public services like the NHS, schools, and defence to receive the money they need to operate and deliver services to citizens."
3468,"Supporting this Act means allowing the government to spend money on public services like the NHS, schools, and defence for the 2012-13 financial year. It ensures essential services can continue running and pay their staff and bills."
3471,"Supporting this Act means approving the government's spending plans for the 2015-16 financial year. It allows essential public services like the NHS, schools, and defence to actually receive the money Parliament has agreed they need to operate."
3474,"Supporting this Act means approving the government's spending plans for 2017-18. It allows public services like the NHS, schools, and defence to receive the money they need to operate and serve the public."
